date,rating,sentiment,text
04/05/2024,5,positive,3putra kawi mantap...
04/05/2024,5,positive,Karyawannya ramah banget makanya sering beli disini eh gak sering masih 3 kalii heheh kedepannya pasti sering beli disini lagi
04/05/2024,5,negative,Tiga Putra toko hp paling lengkap semalang raya dan service karyawannya ramah ramah dan sangat membantu... sebelum lebaran sudah ambil 3 hp samsung di tiga putra kawi.... maju terus tiga putera kawi...
04/05/2024,5,positive,"Toko nya bagus,pelayanannya baik,karyawannya ramah,banyak cashback bikin pelanggan tertarik"
04/05/2024,5,positive,"Pelayanan nya sangat ramah, produknya juga bagus bagus, pokonya terbaik!!"
04/05/2024,5,negative,"Tiga putra toko hp terbaik,terlengkap, pelayanan sangat membantu dalam pemilihan hp yang cocok untuk kebutuhan. Sukses dan maju terus untuk tiga putra kawi malang"
04/05/2024,5,positive,"toko hp terbaik. pengalaman beli hp disini selalu awet dan harganya ramah kantong plus banyak promonya hehe. tempat parkirnya juga luas, karyawannya juga cakep cakep dan ramah. salesnya juga paham betul soal produknya jadi lebih gampang untuk bandingin hp dari brand lain yang sesuai dengan kebutuhan kita (good job). sukses selalu tiga putra..."
04/05/2024,5,neutral,"Rekomended, pelayanan ramah, pilihan banyak dan hadiah berlimpah."
04/05/2024,5,negative,"Tempatnya beli HP terlengkap di Malang, pelayanannya juga baik dan ramah"
04/05/2024,5,positive,"Mantap, Pelayanan Ramah"
04/05/2024,5,neutral,"Tempatnya bersih,pelayanan sangat baik,pegawai sopan semua,produk selalu update terbaru.dan yang pasti seru karna ada undian yang hadiahnya menarik semua...pokoknya terbaik."
04/05/2024,5,positive,Rekomendasiin beli HP paling top
04/05/2024,5,positive,Tiga putra selalu maju biar tambah maju keren bgt tempatnya
04/05/2024,5,positive,"Pelayanan terbaik.. penjelasan tentang hp sangat jelas dan ringkas.. Tempatnya nyaman, parkiran luas"
04/05/2024,5,positive,"Alhamdulillah tempatnya sangat strategis, mudah dijangkau, pelayanannya cepat dan ramah, semoga tambah lancar usahanya"
04/05/2024,5,positive,"tiga putra pelayanan nya baik bagus, banyak diskonya dan lengkap mulai dari sepeda listrik,handphone dan dll terlengkap semalang raya, semoga lancar selalu dan sukses kedepannya"
04/05/2024,5,neutral,CS ramah2.. pelayan amat baik.. dan termurah.. selalu langganan dr tahun2018.
04/05/2024,5,positive,"Seru sering ada kocokan undian berhadiah. Bersaing harga, tempat nyaman, parkir luas, baik beli atau gak beli tetep grapyak/ramah pelayanan. Input aja dikit klo proses pembelian auto kasih minum gratis donk, seperti kita service motor di Astra meski buat 1 person. Thx"
04/05/2024,5,positive,"Tiga putra pelayananny ramah, cabang ny jg banyak ditengah kota ada, di kabupaten jg ada, jd bisa mudah untuk cus langsung beli ke tempat... Hp yg dijual jg bnyk seriny, ada acsecoris ny jg. Dan yg paling menarik bnyk undian hadiah untuk customer Trimakasih tiga putra, jaya selalau"
04/05/2024,5,positive,"Jika mencari lebih dari sekadar toko elektronik, melangkahlah ke Tiga Putra Kawi tempat di mana teknologi bertemu dengan gaya hidup.Dari rak-rak penuh dengan gadget terbaru hingga sudut-sudut yang diisi dengan perangkat elektronik canggih, setiap sudut Tiga Putra Kawi menyiratkan kisah yang menarik."
04/05/2024,5,negative,"Sekian kali dtg belanja disini dilayani dgn staf nya as always ramah dn menyenangkan, all staf friendly. Love this place (Tiga Putra Kawi) dn malam ini akupun dpt ketupat dr Tiga Putra Kawi, thx Tiga Putra n all team"
04/05/2024,5,positive,"Pelayanan ramah, tempat nyaman & bersih . Beli hp di sini bisa dapat kupon undian berhadiah menarik . Cocok untuk berlangganan di toko tiga putra kawi dan tidak ngecewakan"
04/05/2024,5,neutral,Tempat undiannya rame banget hadiahnya sangat juga banyak
04/05/2024,5,positive,Proses kredit cepat dan tanpa DP..
04/05/2024,5,positive,"Toko HP terbaik, harga terjangkau, kualitas sangat menarik, pelayanan memuaskan, semoga bisa berlangganan"
04/05/2024,5,neutral,Barangnya komplit
04/05/2024,5,neutral,Tiga putra kawi ganok tunggalee mbois ilakes
04/05/2024,5,positive,Pelayanan memuaskan Produk yg Di tawarkan berkualitas Harga murah
04/05/2024,5,positive,"baru pertama kali beli disini,seneng banget pelayanan ramah,super cepat,gak ribet belanja disini masyaallah semoga sukses terus"
04/05/2024,5,positive,bagus banget
04/05/2024,5,positive,"Tempat paling komplit lah pokoknya, buat habisin duit wkwkwk"
04/05/2024,5,positive,"Pelayanan ramah sekali, tempatnya luas sekali, nyaman"
04/05/2024,5,neutral,Customer service nya baik² & banyak membantu
04/05/2024,5,positive,Proses kredit cepat
04/05/2024,5,positive,"Mantap banyak promonya, sukses selalu tiga putra"
21/04/2024,5,positive,Toko Hp yang lengkap Dan Harga.nya Oke banget Perkara pelayanan Over All Nice .Worth it banget . Sabar Sabar Pindah data juga sampai selsai .
20/04/2024,1,negative,"Pegawai cwok samsung tidak ramah disini ,mending langsung ke samsung store saja kalau beli .. Menyesal beli ke tiga putra not worth it susah diminta i tolong apa2 hahahah"
11/04/2024,3,negative,Lagi cari ponsel baru utk anak
11/04/2024,1,negative,"Tolong kalau itikad dari awal beli bisa tanpa garansi,ya jadi harus konsisten,bukan waktu udah dibuatkan nota malah garansi dimasukan ke tagihan,padahal dari awal bilang bisa,tp waktu sudah tercetak jadi nota bilang udah dari sistem. Sangat kecewa"
23/03/2024,5,negative,"Pelayanan baik,dan ramah,hrg standar toko sejenis"
19/03/2024,5,positive,2x beli hp disini. Pelayanannya oke banget. Sabar² pokoknya hehehe. Kalau saya rekom buat yang nyari hp bisa kesini. Liat² tanya² dulu ajaaa gpp. Sapa tau langsung cocok
07/03/2024,5,neutral,"varian HP lengkap, spg nya ramah, strategis lokasinya, ada kredit nya juga loh"
23/02/2024,5,positive,"Staf nya ramah bangettt, masih di parkiran aja udah di say hello dengan ramah. Cuma nanya barang yg dicari, dibantu carikan sampe dapat atau ada barang yg mirip2 sama yg kita Mau. Stock HP baru lengkap."
06/02/2024,4,negative,Lama nunggunya..
24/01/2024,1,neutral,Tanya2 aja awalnya ttg kredit setelah itu saudara yang mau ambil hp masih mikir2 meme muka karyawanya langsung berubah...jadi bikin gk berani kesini lgi
14/01/2024,5,negative,"Udah 2x kesini karena emang pelayanannya ramah² sih,, dan rekomendasinya slalu bagus. Tempatnya luas,, ada berbagai brand handphone,, tinggal pilih aja"
27/12/2023,5,neutral,"Pelayanan oke,cepat dan ramah. Tempat juga bersih. Kamar mandi juga bersih"
23/12/2023,1,negative,"Stok ada ngakunya gak ada. Pembelian hp baru gak dijelasin isi box apa aja, gak dicoba dulu bisa apa gak. Dodol gorengan ae bos"
19/12/2023,5,negative,Toko Tiga Putra Handphone Centre terletak dijalan utama Kota Malang yang mudah dijangkau masyarakat. Toko Tiga Putra Handphone Centre layanan karyawan yang bagus. Toko Tiga Putra Handphone Centre ada banyak pilihan HP berbagai merk. Toko Tiga Putra Handphone Centre ada juga sepeda motor listrik dan juga ada ruang tunggu bagi konsumen.
26/11/2023,5,positive,Selalu sip pelayanannya mantap
04/11/2023,1,positive,"Pelayanan lama dan pegawai kurang handal dalam proses penjualan. Jadi kemarin saya dan rekan saya membeli 3 hydrogel untuk sekaligus dilakukan pemasangan. Ketika awal sampai kami disambut SPG/pegawai, dan kami bertanya2 tentang barang yg ingin kita beli, namun ketika bertanya tentang harga barang tersebut harga yg disampaikan oleh SPG/pegawai beberapa kali berganti2, disini saya mulai agak aneh karena terkait harga saja kok bisa berubah2. Setelah proses pembayaran kami diminta menunggu, namun karena dirasa lama kurang lebih 15 menit tidak ada informasi lagi dari SPG/pegawai dan kasir sama sekali, maka kami inisiatif bertanya, dan ternyata disampaikan ada kendala sistem. Kondisi di meja kasir banyak SPG/pegawai yg berkumpul dan hanya melihat2 se keliling, namun tidak ada satupun yg menghampiri kami untuk memberikan info tentang kendala yg mereka alami. Selanjutnya SPG/pegawai yg awal menyambut kami memberikan barang yg kami beli, dan mulai melakukan proses pemotongan hydrogel dan pemasangannya. Namun yg aneh adalah kami memesan 3 hydrogel tapi proses yang dilakukan oleh SPG/pegawai tersebut adalah mengerjakannya satu persatu dilakukan pemotongan dan bolak balik mengambil satu persatu hydrogel di meja kami, kenapa tidak langsung diambil semua dan dilakukan proses pemotongan, kenapa harus bolak balik ke meja kami yang jaraknya juga lumayan jauh . Kemudian untuk proses pemasangannya pun juga luamaaaaa, lebih dari 40 menit hanya untuk 1 hp, sepertinya SPG/pegawai tersebut tidak paham cara pemasangannya, karena ketika kita merasa terlalu lama pada akhirnya kita hampiri SPG tersebut, baru temannya pada dateng bantuin. Setelah dibantu temannya kurang lebih 15 menit selesai pengerjaan 3 hp. Ketika menghampiri, kami dapati juga ternyata SPG melakukan kesalahan dalam proses pemasangan hydrogel di hp teman saya karena prosesnya dilakukan pengulangan dari awal . Setelah proses selesai tidak ada satupun SPG/pegawai yg meminta maaf atas kejadian tersebut. Dan hasil dari pemasangan masih terdapat gelembung2 udara pada pojokan hp kami. Mohon pihak tiga putra dapat meningkatkan service pelayanannya. Terima kasih"
04/11/2023,1,positive,"Kesini beli pelindung hp, disambut sama promotornya. Dari awal pegawainya uda bingung harga, bingung jenisnya apa aja. Awal masih oke, disuruh bayar ke kasir. Dikasir sempet troble, lama sekali. Ternyata sistemnya error. Dari awal kalau memang error kenapa tidak diinfokan, agar customernya tidak lama menunggu tanpa ada kejelasan. Akhirnya disuruh menunggu lagi, dari situ terlihat pegawainya kurang profesional. Karna saat itu beli 3 pelindung hp, ternyata di prosesnya satu-satu dan lamaaa sekali. Sy disuruh menunggu, hampir setngah jam 1 hp saja belum selesai. Akhirnya sy samperin pegawainya, ternyata hp sy diulang prosesnya karna ada kesalahaan. Disitu pegawainya tidak ada info lagi kalau ada kendala. Dan yg menghandle hanya 1 orang. Setelah sy tungguin di depan pegawainya baru temen2nya bantu handle. Mungkin untuk next nya pegawainya lebih komunikatif dan saling bantu ya. Dan hasil akhirnya pun kurang, tidak rapi. Dengan harga yg tidak murah dan waktu yg lama benar2 mengecewakan. Semoga lebih diperbaiki lagi ya. dan di akhir pegawainya tidak mengucapkan terima kasih/permntaan maaf. Semoga tidak terulang untuk customer lainnya."
26/10/2023,5,positive,"Luas,penataannya dan layanannya bagus Disambut mulai dari pintu luar trs diarahkan. Petugas parkirnya ramah"
13/10/2023,5,neutral,Barang bagus
10/10/2023,1,positive,"Hape anak saya Oppo layarnya pecah rusak, karena beli di sini dan masih masa garansi, kami service ke sini. Uang service ganti layar Rp800ribu, ternyata layarnya bukan asli Oppo dan tampaknya diservis sendiri oleh toko. Layar tidak sensitif, ngelag, dan bisa gerak2 sendiri. Setelah kami bawa ke service Oppo resmi baru ketahuan bahwa layarnya palsu. Setelah diganti layar ASLI yang baru dengan harga sama Rp800ribu, sangat berbeda, kualitasnya lebih baik dan gak ngelag. Not recommended shop !!! BAD SERVICE and ATTITUDE!!!!"
28/08/2023,3,neutral,Pusat elektronik dan gadget di kota Malang
23/08/2023,2,positive,"Overall tempatnya bagus pelayanan bagus. cuman tolong seragamnya dibenerin. paha mbak nya keliatan, ngelayani orang duduk jejer tp pahanya keliatan itu enggak enak. walaupun sesama cewek. asli itu mbaknya pasti gak nyaman, belum lagi klau ketemu pelanggan genit, kasian pegawainya. tolong di ganti seragamnya. jual hp bakal tetep laris walaupun paha nya ketutupan, asal pelayanan bagus."
13/08/2023,2,positive,"Tidak sesuai spesifikasi hp kecewa, sales hanya mementingkan penjualan"
11/08/2023,1,negative,"Kesini beliin anak android murah Samsung A04e. Ke counter Samsung, yang jaga ditanyain gak jawab sambil telponan. Nanya pake kartu kredit bisa gak, karena masa iya beli hape bayar pake cash, diarahin ke kasir. Kasirnya mau ditanyain malah ngotot minjem KTP dulu, padahal saya ini mau nanya nanya dulu pembayaran bisa pake kartu apa aja. Udah gitu kasirnya ngomong pake bentak bentak kayak orang gak sekolah."
09/07/2023,1,neutral,The service of the staff is all good. However the security is very impolite and arrogant. This is the security. Please educate and teach him some manners.
01/07/2023,1,negative,"Saya punya pengalaman buruk di tempat ini, baru sampe parkiran mobil. Kebetulan mobil parkirnya sedikit melewati garis, kiri-kanannya tdk ada mobil lain. Satpamnya langsung bentak-bentak dan marah-marah.. saya tdk jadi turun mobil, dan langsung cari tempat jual hape lain.. tolong manajemen diperbaiki, kami ini customer.. masak baru datang aja sudah ngga ramah sama sekali."
16/06/2023,5,positive,"Tempat beli HP yang lengkap. Ada berbagai merk, dari Oppo, Realme, Xiomi dll. Seneng banget sama pelayanannya. Ramah, responsif dan solutif. Dibantu hingga HP siap digunakan. Diberikan saran HP yg cocok sesuai kebutuhan customer. Tempatnya luass, barangnya lengkap, parkiran luas. Pembayarannya bisa cashless."
30/05/2023,3,negative,Begitu dateng langsung disambut sama spb nya ya ..cuma yg bikin kesel itu setelah dijelasin panjang lebar soal hp yg mau qta beli..dan uda deal dengan harga segitu..ternyata harga awal beda saat mau pembayaran di kasir..beda 200rb itu banyak lo..begitu dikomplain alasannya ternyata promonya uda gk berlaku..ntah itu cuma akal2an salesnya atau tehnik marketingnya emang seperti itu ya..kalau ditanya mau balik kesitu lagi atau gk..kynya gk deh ya..
02/05/2023,1,positive,"Beli tampered glass untuk belakang hp samsung a14 saya hasilnya sangat buruk, benar benar buruk. 1 Hari pake sudah banyak yang ngelotok dari tempered glass belakangnya, sudah dibenerin sama pegawainya sekali tapi masih kualitasnya sangat jelek"
20/03/2023,2,neutral,Akses utk masuk area parkir terlalu tinggi Tidak ramah untuk city car
20/03/2023,5,positive,bagus enak ga dipantau sales jadi kita bebas mau melihat sambil berfikir heheeee ramah. sering beli disini dari papaku dan aku.
03/03/2023,4,positive,"Lokasi bersih dan luas, pelayanan baik, hp yang dijual lebih lengkap dari pada di tempat lain"
28/02/2023,4,positive,"Beli hape olwais ke @TIGA PUTRA HP OFFICIAL makin oke servisnya kmrn dapat banyak gift Ama soft drink dan dilayani best staff kak Firman product Knowledge JUARA, sabar, telaten, lincah dan mengerti kebutuhan clientnya sukses selalu kak Tuhan memberkati"
22/01/2023,5,neutral,Kalo tempat ini adalah tempat dimana aku pertama kali beli hp oppo a12s nice² + kalo tempat ini dekat dengan taman selamet yah ok² + mau tanya kenapa kalo mau lemari minuman nya kok dikunci kenapa gak harus nya dibuka yah????????
13/01/2023,5,positive,"Banyak pilihan. Kadang ada promo. Bisa pake kartu kredit tertentu dg bunga 0%, bisa cicilan bunga 0 %. Pelayanan ramah, disambut mulai dari parkiran. Garansi resmi"
29/12/2022,1,positive,Mau beli iphone 14 sdh ketemu staf toko diberitahu harga 25juta Giliran sampe kasir harga naik menjadi 27 juta Alasan barang indenan orang Ngga profesional
28/12/2022,5,positive,Great store display and awesome people
18/12/2022,5,neutral,Bisa TT n lumayan lengkap
13/12/2022,5,neutral,tempatnya asri. bagus. luas. staff ramah. perfekto ✔️✔️
10/12/2022,5,positive,"Bersih, nyaman dan pelayanannya ramah dan cepat tanggap"
05/12/2022,5,positive,Mantap lengakp karywan ramah2 banyak discoundnya :))
05/12/2022,5,negative,"Stok HP apa saja ada, padahal agak lama model yg aku pesan. Keren. Para pegawai ramah dan sat set cepet pelayanannya. Murah senyum semua. Lengkap juga karena jual aksesorisnya jd gak perlu cari di tempat lain. Makasih banyak yaa.."
03/12/2022,5,negative,"Tempat strategis , koleksi cukup bervariasi dan pelayanan ramah"
26/11/2022,1,negative,"Kesini mau beli ip 14 pro max Katanya ada promo mandiri dan emang ada , dr pihak bank jg cicilan 0% Tapi yg paling ga masuk akal dari pihak toko di charge 9.5% (setau saya cc max cuman 3%) Jadi ip 14 pro harga 22.000 disuru bayar 24 jt make sense atau tidak menurut anda ??"
20/11/2022,1,neutral,"pelayanan super lama padahal sepi, pasang screenguard nggak rapi sama sekali. jangan pasang screenguard disini."
11/11/2022,5,positive,Sdh 2x saya beli smartphone di sini..service nya Ok..pertahankan !!!
02/11/2022,5,neutral,Pelayanan mantab . Ramah
24/10/2022,5,positive,Pelayanan nya sangat baik dan ramah banget
13/10/2022,5,positive,"Menarik n pelayanannya bagus, cepat n ramah"
13/10/2022,5,neutral,Tempat bersih dan rapi parkir enak
11/10/2022,5,neutral,Mantab pelayanan kemarin beli hp ke tiga putra di layani sampek jm 10 lebih sampek tutup
09/10/2022,5,positive,"Pelayanan sangat ramah dan cepat, harganya bersaing, koleksi hpnya juga lengkap, ditambah mereka juga menjual aksesoris hp."
09/09/2022,5,negative,Mau beli HP dgm jaminan kwalitas yg tdk akan pernah mengewakan ya disini...
19/08/2022,4,neutral,Tempatnya nyaman dan SPG nya ramah
28/07/2022,5,positive,Nyaman...
08/07/2022,5,neutral,Sip
04/07/2022,5,neutral,Pelayanannya ramah tamah
03/07/2022,5,positive,Terima kasih jasa pelayanan bagus. Ramah tamah ke konsumen. Maju terus tiga putra
23/06/2022,5,positive,Pelayanannya bagus n menerangkan fitur2 hp secara rinci.Semoga sukses selalu.
18/06/2022,5,positive,"Pelayanan ramah, banyak pilhan produk sampe pusing pilih, harga terbaik, luas dan nyaman, banyak kursi utk duduk, parkir mobil luas gratis."
07/06/2022,4,positive,"Langganan beli disini... Selain barang jaminan ori tempatnya jga nyaman, parkir luas & banyak pegawai yg siap membantu..."
05/06/2022,4,negative,Pelayanan bagus si tpi kurang cepet aja ngelayaninya
04/06/2022,5,positive,Toko handphone dan printilan printilannya di jl kawi tak jauh dari MOG. Tokonya bersih dan luas dengan parkiran yang luas pula. Sering ada promo disini
02/06/2022,4,positive,Toko gadget di Malang jadi tambah luas ya
28/05/2022,5,positive,"Lokasi di pusat kota, tersedia berbagai smartphone dari semua brand. Di depan ada live music lagi"
19/05/2022,5,positive,Mantep bersih dan nyaman
17/05/2022,5,positive,"Toko ini menyediakan HP samsung, vivo, infinix dsb. Lokasi disebelah mall Olimpic Garden Malang yang sangat strategis. Parkir luas, ruangan dingin, stok barang banyak. Pramuniaga menguasai barang yg dijual dan layanan cepat, ramah."
06/05/2022,1,negative,"Saya membeli HP tgl 29 Mei 2022, tidak ada masalah secara produk. Namun mohon di evaluasi mbak mbak kasir sangat tidak sopan dan tidak menunjukan etika baik bagi pelanggan.. Maaf baru sempat review karena baru ingat.."
30/04/2022,5,positive,Harga bersaing dan sales nya ramah
30/04/2022,5,positive,"Produk nya berkualitas, pelayanan ramah, trkhr pasang ssd juga cepat, beli baterai ( baterainya bisa d charge trnyata) .. Harga sesuai kualitas produk"
13/04/2022,5,neutral,"Sip, pelayanan ramah, ruangan sangat nyaman"
12/04/2022,5,positive,Mbaknya ramah .. komunikatif ... Sabar jugak
12/04/2022,5,negative,Pelayanan ramah dan stok barang lengkap
11/04/2022,5,positive,Sangat puas
10/04/2022,5,neutral,Recommended
10/04/2022,4,positive,Bagus nyaman cepat pelayanannnya
04/04/2022,5,negative,"transaksi di tiga putra itu cepat gak ribet, selama ini kalau saya ingin beli hp, tinggal wa ingin hp type apa->ready->bayar dg m banking->tinggal ambil deh ke toko...sesimpel itu dan menyenangkan karena dibantu dg sales2 yg baik, sopan, dan informatif. Tempat ... Kalau tempatnya enak, luas, nyaman kalaupun ramai orang tidak sampai yg riuh, ramai Top deh Oh ya satu lagi yg saya suka, disini bisa bayar pakai kartu kredit (program cicilan)"
03/04/2022,5,positive,"Tempat luas dan nyaman, seller ramah"
03/04/2022,5,positive,"Alhamdulillah sdh langganan di tigaputra selalu puas sama produk dan pelayanan nya, semoga makin berkembang dan tingkatkan lagi pelayanannya ya kak..makasi"
02/04/2022,5,negative,Pelayanan sangat bagus Segi tempat juga nyaman & strategis kalo mau beli handphone as always kesini sih❤️
01/04/2022,5,negative,Pelayananya sangat baik sekali dan tempatnya bersih rapi dan bagus
30/03/2022,5,positive,aaa suka bgt cs nya ramah sekali promotornya jelasin nya secara detail juga dpt free kopi jadi suka belanja di tiga putra
30/03/2022,5,positive,Bagus banget suka sama pelayanannya
30/03/2022,5,positive,Pelayanannya sangat baik .makasih ya kak
28/03/2022,5,positive,Sales nya ramah²...tempatnya nyaman...pelayanan memuaskan....jempol 4 deh buat tiga putra Kawi...tambah sukses buat kedepannya
27/03/2022,5,positive,"Pelayanannya bgs, kualitas produknya terbaik, pegawainya ramah2"
25/03/2022,5,neutral,Terbaikkkk
21/03/2022,5,neutral,Tiga Putra to be no 1 perfectooooo
20/03/2022,5,neutral,Terpecaya
20/03/2022,5,positive,Beli hp di tiga putra gajahmada....seru banget..dapat hadiah lohhh.........rekom banget buat semuanya!!!
19/03/2022,5,neutral,pelayanannya ramah dan tempatnya nyaman
18/03/2022,5,positive,Pelayannya ramah dan barangnya ready
18/03/2022,5,positive,"Recomended utk beli HP sesuai budget, segala jenis lengkap, pelayanan ramah dan cepat, penjelasan mudah dipahami dan tempatnya bersih mewah dan nyaman."
18/03/2022,5,negative,"Pelayanannya cepat, tempatnya luas dan bersih, dan barang terjamin, meskipun masih ada beberapa masalah kecil yang terjadi di kebanyakan toko hp, tempat ini bisa menjamin kualitas dan keaslian barang yang dibeli. Dan itu yang sebagian besar pencinta hp butuhkan."
16/03/2022,5,negative,"Pelayanan ramah, responsif dan sopan. Barang memuaskan, selain itu letak store mudah dijangkau. Di storenya penataan bagus. Display berdasarkan brand jadi pembeli tidak bingung mau mencari brand tertentu."
16/03/2022,5,positive,1 Kecepatan (9) 2 keramahan (9) 3 produk knowledge (8) 4 ketersediaan barang (8) 5 keaslian barang (9)
16/03/2022,5,positive,"Pelayanannya ramah, cepat dan utk tempat nya cukup nyamann dan bersih... Kualitas brang yg di jual smua nya mantap dan original..."
15/03/2022,5,positive,"Langganan klo beli smartphone di sini, layanan baik, harga menurut saya sesuai dgn banyaknya pilihan & service yg ditawarkan"
14/03/2022,4,neutral,"Terimkasih tiga putra, pelayanan dr sales dan semua nya memuaskan"
13/03/2022,5,positive,"Tempatnya luas bersih dan nyaman,pegawai nya ramah polll"
12/03/2022,5,positive,Toko dengan pelayanan yang nyaman dan ramah
12/03/2022,4,neutral,"Tempat Bagus, nyaman lega"
09/03/2022,5,positive,"Pelayanan memuaskan, tempat nyaman, harga oke"
08/03/2022,5,neutral,"Barangnya lengkap, pelayanannya ramah"
08/03/2022,5,neutral,"Cust.Servisnya kereen... super baik, humble juga humoris... anak2 nyaman gak rewel padahal lamaa bangets kan nungguin proses penyalinan data2 lama..."
08/03/2022,5,neutral,"Pelayanan bagus, barang original"
08/03/2022,5,neutral,Mau beli hp? Ya di tiga putra laah
08/03/2022,5,positive,"Pelayanan sangat baik, tempat nyaman, bersih, produk 100% original."
08/03/2022,5,negative,"Pelayanan cepat & ramah , mudah dalam membantu pindah data Tksh TigaPutra"
08/03/2022,5,positive,"Tiga putra cabang turen pelayanan cepat, memuaskan ,sales-nya sopan murah senyum , semoga sukses selalu untuk tiga putra"
06/03/2022,5,positive,"untuk pelayanan disini sangat bagus banget,kakak nya ramah sekali dan tempatnya sangat luas"
06/03/2022,5,positive,Bagusss dan ramahh banget
06/03/2022,5,neutral,Tempat nya nyaman pelayananya bagus… mbak nya ramah2 juga.. Sudah 4x beli hp d sini..
06/03/2022,5,neutral,Pelayanan nya bagus
05/03/2022,5,positive,Toko yg nyaman
28/02/2022,5,positive,"Tiga putra Kawi recomend untuk yang mau beli Hp,karena disini kita akan dipandu juga ada producknowlednya juga,pegawaianya sangat ramah juga sabar tempatnya juga nyaman"
26/02/2022,4,positive,"Selama saya bertransaksi diTiga Putra saya sangat puas pelayanannya dan keramatamahannya,kecepatan dalam melayani,semoga Tiga Putra selalu berkomitmen dalam pelayanan."
26/02/2022,5,neutral,Disini tempatnya berbelanja hp dan aksesoris nya yang dijamin kualitasnya. Tempat yang nyaman dan pelayanan yang diberikan ok banget
26/02/2022,5,positive,Pelayanan nya bagus banget dan hp nya juga bagus
22/02/2022,4,positive,memuaskan belanja di sini
21/02/2022,5,positive,"Pertama kali kesini bener² pelayanannya baik banget, salesnya ramah dan sabar melayani customer"
21/02/2022,5,positive,"Harga lumayan miring,pelayan bagus,ramah respon cepat"
19/02/2022,5,negative,Buat orang yang gatau mau beli hp spek bagus tapi aman di kantong si bisa ke sini bisa dikasi tau kelebihan kekurangan dan bisa dibantuin pindah data dll...dikasi minum juga wkwk... Tempatnya nyaman poo l
18/02/2022,5,positive,"Yg mo cari gadget berkualitas yuk di mari bang. Parkirnya luas banget, tempatnya juga bersih, pelayanan super ramah. Dijamin puas dg pelayanannya. Harga bersaing tipisss bro! Kalo soal pemahaman salesnya bisa diadu. Cari aksesoris juga ada. Eitss proses juga tetap dijaga lho! Apalagi pembelajaran balik daring lagi. Kalo gadgetnya kurang bagus bisa² ketinggalan terus ya kan?"
18/02/2022,5,neutral,"Tempatnya nyaman, disuguhi minuman lagi mantab"
12/02/2022,4,negative,"Pelayan memuaskan, yang kurang cuma tempatnya yang panas, dan tempat parkir yang terlalu tinggi sehingga mobil saya mentok"
12/02/2022,5,positive,"Tempat nya bersih, rapi, luas, nyaman dilengkapi sofa2 yg empuk, pelayanan bintang 5 sangat ramah, gesit, dan detail dalam menjelaskan produk. Trims Tiga Putra"
12/02/2022,5,positive,"Pelayanan: hangat, ramah dan sabar Tempat: bersih dan nyaman Harga: standar"
12/02/2022,5,positive,Tempatnya luas dan cozy. Pelayananan ramah banget dan teliti nerangin satu2 kegunaanya kepada cust.
09/02/2022,5,positive,Recommend good service
06/02/2022,5,neutral,"Menyenangkan, promotornya ramah"""
06/02/2022,5,negative,"Tempat bagus, lokasi strategis, pelayanan ramah dan cepat serta lengkap untuk pilihan jenis dan merek hp"
05/02/2022,5,positive,"Tempatnya bagus, nyaman, pelayanan ramah, tempat parkir luas yg jaga jg ramah dan responnya bagus, pelayanan di kasir jg bagus, saya baru 2x belanja disini..."
05/02/2022,5,neutral,Terbaik laaaaaa
30/01/2022,5,positive,Pelayanannya optimal sekali karena Mbaknya sabar dan lengkap dalam menjelaskan setiap hp yang saya tanyakan Tumpatnya juga nyaman dan bagus
29/01/2022,5,negative,"Pelayanannya ramah dan yang paling penting semua data bisa dipindahkan, terutama data chat yang ada di wa"
28/01/2022,5,negative,"Pelayanan yang sangat ramah, barang yang cukup lengkap dari segala merk"
28/01/2022,5,neutral,Wowwwkeyyy...
28/01/2022,5,positive,"Saya merekomendasikan anda semua yg ingin mencari handphone sesuai dengan budget dan spek sesuai keinginan anda disini, karena pelayanannya yg cepat dan ramah, serta fasilitas didalamnya yg keren abiss, sukses terus untuk tiga putra"
25/01/2022,5,positive,Tempatnya nyaman dan pegawainya ramah
25/01/2022,5,neutral,"Pelayanan menyenangkan, tempat kuas dan nyaman, sales berpengetahuan luas, bahkan security pelayanan bagus, saat hujan menyimpan jaket agar tidak kehujanan"
25/01/2022,5,neutral,"Layanan bagus,hrg bersaing"
25/01/2022,5,positive,"Recomended, tempat bagus dan nyaman, pelayanan salesx memuaskan, bisa memberikan rekomendasi ponsel sesuai budget dan kebutuhan.."
23/01/2022,5,positive,"Parkiran luas, pelayanan cepet banget. Gercep pelayanannya. Kalau dibilang ramah ngga juga, kalau dibilang jutek juga ngga. Tempat luas banget banyak pilihan HP dan aksesorisnya. Terima kasih tiga putra..."
21/01/2022,4,positive,"Layanan ramah, informatif, telaten, tempat nyaman, harga sesuai pasar. Cuma perlu atap untuk parkir motor, sehingga nyaman di musim hujan. Perlu disediakan tempat duduk terbuka untuk smoking area, buat2 bapak2 perokok yg menunggu pemindahan data.."
20/01/2022,5,neutral,"Bagus sekali pelayan dan kelengkapan handphone disini, semangat Tiga Putra Malang"
19/01/2022,5,positive,Seneng banget beli hp ditiga putra pelayanan sangat memuaskan tempat strategis dan nyaman banget ayo yg mau beli hp jgn ragu langsung capcus ketiga putra saja gk nyesel pasti dapat yg terbaik
19/01/2022,5,positive,Alhamdulillah selalu puas tiap belanja di Tiga Putra barang sudah pasti original harga termurah
