date,rating,ulasan_mentah,text,sentiment
N/A,0,"Pengalaman pribadi, dtg d sambut dengan ramah. Ditanya keperluan ( disini cum terima orang beli hape dan ekosistemnya , klo mau lahiran di sebelahnya) cek hape yg d inginkan trus pilih metode pembayaran kau mau apa kredit bisa, lengkap mau pilih apa ada semua. Pake kk bisa , tunai super bisa sekali. G ada biaya parkir drpd d onoh d prat prit. Sukses selalu tiga putra",alam pribadi datang di sambut dengan ramah tanya perlu sini cum terima orang beli hape dan ekosistem kalo mau lahir di belah cek hape yang di ingin terus pilih metode bayar kau mau apa kredit bisa lengkap mau pilih apa ada semua pakai ke bisa tunai super bisa sekali enggak ada biaya parkir daripada di sono di prat prit sukses selalu tiga putra,positive
N/A,0,"Area parkir luas, tempatnya luas. Staff nya ramah",area parkir luas tempat luas staf nya ramah,positive
N/A,0,pelayanannya ramah tempatnya luas bagus dan strategis parkiran luas. danhp apapun ada disana.,pelayananya ramah tempat luas bagus dan strategis parkir luas danhp apa ada sana,positive
N/A,0,"Sejauh ini masih menjadi tempat favorit di saat butuh gadget baru. Pelayanan bagus, akses mudah, tempat parkir pun aman dan nyaman.",jauh ini masih jadi tempat favorit di saat butuh gadget baru layan bagus akses mudah tempat parkir pun aman dan nyaman,positive
N/A,0,Tempat dan pelayanan bagus...,tempat dan layan bagus,positive
N/A,0,"Tempat beli hp, tablet yg nyaman, salesnya ramah dan menguasai produk dgn baik..",tempat beli hp tablet yang nyaman salesnya ramah dan kuasa produk dengan baik,positive
N/A,0,"Untuk saya yang baru pertama kali beli produk di toko Tiga Putra, pelayanannya baik, ramah, tempatnya nyaman, dan secara keseluruhan memuaskan",untuk saya yang baru pertama kali beli produk di toko tiga putra pelayananya baik ramah tempat nyaman dan cara seluruh muas,positive
N/A,0,Pelayanannya cukup bagus dengan fasilitas yang memadai,pelayananya cukup bagus dengan fasilitas yang pada,positive
N/A,0,Terimakasih ya.... Pelayanannya beli hp d antar kerumah ...hehheeh,terimakasih ya pelayananya beli hp di antar rumah heheeh,positive
N/A,0,"pelayanan ramah, tempat nya juga luas dan cukup lengkap",layan ramah tempat nya juga luas dan cukup lengkap,positive
N/A,0,"Lokasi strategis, tempatnya nyaman, barang yg dijual cukup lengkap, pelayanan cukup prima.",lokasi strategis tempat nyaman barang yang jual cukup lengkap layan cukup prima,positive
N/A,0,"Tempatnya bersih dan luas, ada banyak kursi buat duduk jadi yang nemenin gak capek. pelayanan sangat ramah dan pengecekan barang secara mendetail.",tempat bersih dan luas ada banyak kursi buat duduk jadi yang nemenin enggak capek layan sangat ramah dan kece barang cara detail,positive
N/A,0,pertahankan terus ya keramahannya,tahan terus ya keramahanya,positive
N/A,0,"Pelayanan Ramah, barang ready stok.. harga bersahabat banyak diskonnya .. sukses selalu ya",layan ramah barang ready stok harga sahabat banyak disko sukses selalu ya,positive
N/A,0,mantapp poll..sukses truss,mantap pol sukses terus,positive
N/A,0,Beli hp di Tiga Putra dijamin GK nyesel.pelayananx sangat baik...salesx ramah2...terimakasih Tiga Putra.,beli hp di tiga putra jamin enggak sesal pelayananx sangat baik salesx ramah terimakasih tiga putra,positive
N/A,0,"Pelayanannya ramah, tempat bersih dan nyaman. Memuaskan ketika beli disini",pelayananya ramah tempat bersih dan nyaman muas ketika beli sini,positive
N/A,0,"Tempat yg bersihdan nyaman,customer servis yg sangat membantu dan ramah",tempat yang bersihdan nyaman customer servis yang sangat bantu dan ramah,positive
N/A,0,"Pelayanannya baik,, macem 2pilihan, tempat nyaman ...maju dan sukses deh buat Tiga putra dimana pun",pelayananya baik macam pilih tempat nyaman maju dan sukses deh buat tiga putra mana pun,positive
N/A,0,Murah berkwalitas dan sales ramah,murah berkwalitas dan sales ramah,positive
N/A,0,"Pelayanan bagus, ramah, sales ga memaksa beli bgt, pembayaran bisa combine cash dan debut, thanks.",layan bagus ramah sales enggak paksa beli banget bayar bisa combine cash dan debut thanks,positive
N/A,0,Pelayanan bagus Salesnya berpengalaman,layan bagus salesnya alam,positive
N/A,0,Miminnya baik banget. Untuk harga lebih miring dari toko sebelah. Tapi produknya ++,mimi baik banget untuk harga lebih miring dari toko belah tapi produk,positive
N/A,0,Nice dan nyaman....,nice dan nyaman,positive
N/A,0,"Pelayanan super ramah, cepat, penjelasan baik, pembayaran mudah dan harganya terjangkau",layan super ramah cepat jelas baik bayar mudah dan harga jangkau,positive
N/A,0,Langganan beli hp disini,langanan beli hp sini,positive
N/A,0,"Belanja di 3putra seruh, lengkap,oranya rmah",belanja di putra seruh lengkap oranya rmah,positive
N/A,0,Alhamdulilah pelayanannya bagus dan memuaskan dan ramah,alhamdulilah pelayananya bagus dan muas dan ramah,positive
N/A,0,Tempatnya Ok dan pelayananya sangat baik,tempat ok dan pelayananya sangat baik,positive
N/A,0,Sudah deket rumah..harga murah.selisih sama sebelah..produk g pernah cacat..istimewa dah...,sudah dekat rumah harga murah selisih sama belah produk enggak pernah cacat istimewa deh,positive
N/A,0,"Tempat luas,pelayan ramah jika ingin beli hp mantapkan dulu hp apa yang ingin di beli kerena anda akan di tawarin hp lain yang tidak anda cari dan itu hal biasa",tempat luas layan ramah jika ingin beli hp mantap dulu hp apa yang ingin di beli rena anda akan di tawarin hp lain yang tidak anda cari dan itu hal biasa,positive
N/A,0,"Service ramah, pelayanan cepat,",service ramah layan cepat,positive
N/A,0,"Pelayanannya ramah,,,dan enak di ajak konsultasi",pelayananya ramah dan enak di ajak konsultasi,positive
N/A,0,Banyak pilihan playanan ramah ramah,banyak pilih playanan ramah ramah,positive
N/A,0,Bagus. Tempatnya gede. Gak semua pegawainya ramah. Khususnya yg cewek,bagus tempat gede enggak semua pegawai ramah khusus yang cewek,positive
N/A,0,Pelayanan papan atas,layan papan atas,positive
N/A,0,"Staf di dalam sih bersahabat, tetapi security/ tukang parkir nya punya attitude issue. Bisa2 nya bilang dgn gak sopan ""Kalau mau drop off jangan lama2!"" Hemmm....kayanya 2 menit aja gak sampe. Kalau yg di dalam mobil gak ditenangin kaya nya bakal di damprat tu satpam. Mau beli hp hati jg sambil kesel jg.",staf di dalam sih sahabat tetapi security tukang parkir nya punya atitude isue bisa nya bilang dengan enggak sopan kalau mau drop of jangan lama hem kaya menit saja enggak sampai kalau yang di dalam mobil enggak ditenangin kayak nya bakal di damprat itu satpam mau beli hp hati juga sambil kesel juga,negative
N/A,0,Keren..lengkap..dan SDM nya pinter2 mengenai gadget,keren lengkap dan sdm nya pintar kena gadget,positive
N/A,0,"Pelayanan memuaskan, tempat nyaman, parkir luas dan banyak tipe dan merk",layan muas tempat nyaman parkir luas dan banyak tipe dan merk,positive
N/A,0,Pelayanan cepat dan efisien. Tempat luas dan nyaman,layan cepat dan efisien tempat luas dan nyaman,positive
N/A,0,"Pelayanan memuaskan, tingkatkan.",layan muas tingkat,positive
N/A,0,"Salesnya ramah2, komunikatif juga. berbagai merk ada dan bisa dicoba. Xiaomi, apple, samsung, huawei, oppo, realme, duh masih banyak lagi kyknya. Ada toilet, parkir luas.. ruangannya nyaman. Wifinya kenceng.. Tempat duduk tersedia banyak.. empuk dan nyaman.",salesnya ramah komunikatif juga bagai merk ada dan bisa coba xiaomi aple samsung huawei opo realme duh masih banyak lagi kayak ada toilet parkir luas ruanganya nyaman wifinya kencang tempat duduk sedia banyak empuk dan nyaman,positive
N/A,0,Segala handphone berbagai merk ada....pelayanan ok..,segala handphone bagai merk ada layan ok,positive
N/A,0,Sangat recommended,sangat recomended,positive
N/A,0,"Tolong kondisikan pegawainya.. Saya mau beli Poco F3, malah dirayu terus untuk ambil reno6.. sampai dikasih informasi yang salah lagi, kasih info jelek tentang Poco... Ya mungkin mereka dapat bonus kl bisa jual reno6,, hehe",tolong kondisi pegawai saya mau beli poco malah rayu terus untuk ambil reno sampai kasih informasi yang salah lagi kasih info jelek tentang poco ya mungkin mereka dapat bonus kalo bisa jual reno hehe,negative
N/A,0,Tempat belanja HP terlengkao dan termuraj di Malang.. Karyawan ramah dan sangat membantu menemukan HP idaman.,tempat belanja hp terlengkao dan termuraj di malang karyawan ramah dan sangat bantu temu hp idam,positive
N/A,0,"Tempatnya bagus,bersih dan pelayananannya sangat baik",tempat bagus bersih dan pelayanananya sangat baik,positive
N/A,0,"Pelayanan ramah, harga terjangkau dan barang juga lumayan lengkap.",layan ramah harga jangkau dan barang juga lumayan lengkap,positive
N/A,0,mau tanya redmi note 10 berapa ya harganya,mau tanya redmi note berapa ya harga,positive
N/A,0,"Pelayanan nya sangat memuaskan, kakaknya jg ramah❤️",layan nya sangat muas kakak juga ramah,positive
N/A,0,baik,baik,positive
N/A,0,Pelayanan ramah. Dan banyak pilihan .. recomen . Mantap,layan ramah dan banyak pilih recomen mantap,positive
N/A,0,"Puas dengan pelayanan tiga putra kawi,tempat dan ruang tunggu nyaman",puas dengan layan tiga putra kawi tempat dan ruang tungu nyaman,positive
N/A,0,Tempat cari hape yg paling variatif.. pelayanannya bagus.. mbak mas nya ramah.. kita diberi info yg detail tentang hape yg akan kita beli.. dan setelah pembelian kita juga di tanyain kendalanya pokok nya mantaabbs,tempat cari hape yang paling variatif pelayananya bagus mbak mas nya ramah kita beri info yang detail tentang hape yang akan kita beli dan telah beli kita juga di tanya kendala pokok nya mantaabs,positive
N/A,0,"Pelayanan ramah, sales cepat tanggap. Tempatnya nyaman. Toko gadget terpercaya.",layan ramah sales cepat tangap tempat nyaman toko gadget percaya,positive
N/A,0,"Tempat nyaman, harga terjangkau, banyak pilihan gadget, terpercaya, pegawainya ramah, pelayanannya memuaskan. Terimakasih Tiga Putra✨",tempat nyaman harga jangkau banyak pilih gadget percaya pegawai ramah pelayananya muas terimakasih tiga putra,positive
N/A,0,Parkir luas n pelayanan nya ramah ...,parkir luas layan nya ramah,positive
N/A,0,"Semoga tetap amanah Tiga putra,tambah jaya selalu,semakin maju kedepannya",moga tetap amanah tiga putra tambah jaya selalu makin maju depa,positive
N/A,0,Pelayanan nya oke,layan nya oke,positive
N/A,0,beli hp selalu disini,beli hp selalu sini,positive
N/A,0,Sangat rekomen untuk membeli smartphone,sangat rekomen untuk beli smartphone,positive
N/A,0,"Pelayanannya ramah, harga terjangkau, okelah pokoknya",pelayananya ramah harga jangkau oke pokok,positive
N/A,0,Pelayanan sangat ramah,layan sangat ramah,positive
N/A,0,Tempatnya luas..pelayanan ok,tempat luas layan ok,positive
N/A,0,"Nyaman tdk banyak penyunjung, pelayanan ramah",nyaman tidak banyak penyunjung layan ramah,positive
N/A,0,"Pelayanan ramah, tempat ok, ruang tunggu di teras lebih ditingkatkan",layan ramah tempat ok ruang tungu di teras lebih tingkat,positive
N/A,0,Toko HP yg ngak kalah sama market place bisa tukar tambah lagi pelayanan bagus sekali,toko hp yang enggak kalah sama market place bisa tukar tambah lagi layan bagus sekali,positive
N/A,0,"Pelayanan ramah , lengkap , dan ada hadiah menarik kalau ada promo menarik !!",layan ramah lengkap dan ada hadiah tarik kalau ada promo tarik,positive
N/A,0,Pelayanannya bagus saat beli Iphone XR,pelayananya bagus saat beli iphone xr,positive
N/A,0,Toko hp yg relatif lengkap dengan harga relatif murah. Pelayanan baik dan ramah. Semoga tambah sukses dan berkembang.,toko hp yang relatif lengkap dengan harga relatif murah layan baik dan ramah moga tambah sukses dan kembang,positive
N/A,0,"pelayanan bagus,,sales nya ramah..dan terbukti toko hape termurah dan terlengkap",layan bagus sales nya ramah dan bukti toko hape murah dan lengkap,positive
N/A,0,"Enak belanja disini, pelayanan ramah, tempat nyaman",enak belanja sini layan ramah tempat nyaman,positive
N/A,0,Good service and can be trusted,good service and can be trusted,positive
N/A,0,Ok mantap,ok mantap,positive
N/A,0,"Beberapa hari yang lalu beli handphone di sini. Pelayanannya bagus. Dari awal masuk store, dilayani dengan ramah. Di sini karyawannya informatif dari mulai harga dan spek dikasih tau dengan friendly sekali. Harga produk di sini juga lumayan murah ketimbang di stores lain. Waktu itu juga stok warna handphone yang aku pengen ga ada di store, tapi karyawannya bersedia ngambil stok di store tiga putra lainthank you",beberapa hari yang lalu beli handphone di sini pelayananya bagus dari awal masuk store layan dengan ramah di sini karyawanya informatif dari mulai harga dan spek kasih tau dengan friendly sekali harga produk di sini juga lumayan murah ketimbang di stores lain waktu itu juga stok warna handphone yang aku pengin enggak ada di store tapi karyawanya sedia ngambil stok di store tiga putra lainthank you,positive
N/A,0,Ramah sekali ..pelayanan baguss,ramah sekali layan bagus,positive
N/A,0,"Mbak selesnya ramah, menerangkan semua tentang spesifik hape Oppo dengan sangat jelas, tempatnya jg nyaman & menerapkan standar protokol kesehatan covid. Harga hapenya jg terbilang lebih murah dibanding yg lain. Hwaiting Kamsahamnida",mbak les ramah terang semua tentang spesifik hape opo dengan sangat jelas tempat juga nyaman terap standar protokol sehat covid harga hapenya juga bilang lebih murah banding yang lain hwaiting kamsahamnida,positive
N/A,0,Friendly staff and very helpful. Thanks for your services.,friendly staf and very helpful thanks for your services,positive
N/A,0,Pelayanan ok.. Barang juga ok... Harga ok juga,layan ok barang juga ok harga ok juga,positive
N/A,0,"Lokasinya nyaman, pelayanannya juga ramah, informasi yang di berikan terkait kelebihan dan kekurangan gadget juga detail, tempat parkiran luas, banyak pilihan merk gadget dari yang termurah sampai termahal, harga gadget di tiga putra relatif murah di banding toko lain..Di jamiiinnn..",lokasi nyaman pelayananya juga ramah informasi yang di ikan kait lebih dan kurang gadget juga detail tempat parkir luas banyak pilih merk gadget dari yang murah sampai mahal harga gadget di tiga putra relatif murah di banding toko lain di jamin,positive
N/A,0,Karyawan store samsungnya ramah. Thanks mb lia dan rekan2. Nyaman tempatnya,karyawan store samsungnya ramah thanks mbak lia dan rekan nyaman tempat,positive
N/A,0,"Pelayanan sangat baik, tempatnya juga bersih tertata rapi.",layan sangat baik tempat juga bersih tata rapi,positive
N/A,0,"Pelayanan ramah, harganya lumayan miring dan masnya menjelaskan tentang spesifikasinya juga cukup detail dan jelas",layan ramah harga lumayan miring dan mas jelas tentang spesifikasi juga cukup detail dan jelas,positive
N/A,0,Pelayanannya ramah dan patut diacungi pelayanan bintang 5 :),pelayananya ramah dan patut acung layan bintang,positive
N/A,0,Pelayanan nya ramah dan orang nya juga sopan.. Saya puas banget dengan pelayanan nya..,layan nya ramah dan orang nya juga sopan saya puas banget dengan layan nya,positive
N/A,0,"Harganya lumayan miring , Pelayanan ramah , pengecek an barang detail , pegawai cekatan , Lengkap juga pilihan hpnya .. Sama banyak tester hp2 tertentu jadi customer bisa membedakan Qualitasnya .. Cuma Realme aja kemarin yg gaada kak jadi Gak bisa lihat2 kameranya .. Intinya Smua perfect Apalagi sama pelayanannya Bagusss ✨",harga lumayan miring layan ramah ecek an barang detail pegawai cekat lengkap juga pilih hpnya sama banyak tester hp tentu jadi customer bisa beda qualitasnya cuma realme saja kemarin yang enggak ada kak jadi enggak bisa lihat kamera inti semua perfect apalagi sama pelayananya bagus,positive
N/A,0,Pelayananya cukup baik dan memuaskan.. Semoga makin banyak diskonya,pelayananya cukup baik dan muas moga makin banyak disko,positive
N/A,0,"Pelayanan ramah, ga pelit info stock, cepet tanggap :)",layan ramah enggak pelit info stock cepat tangap,positive
N/A,0,"Pelayanan nya ramah, memuaskan, enak d ajak konsultasi, sabar ngasih saran nya,, seluruh keluarga, percaya beli di tiga putra kawi,",layan nya ramah muas enak di ajak konsultasi sabar asih saran nya seluruh keluarga percaya beli di tiga putra kawi,positive
N/A,0,Selama saya beli disini sangat memuaskan,lama saya beli sini sangat muas,positive
N/A,0,Pelayanannya bagus.harganya lebih murah.udh itu aja,pelayananya bagus harga lebih murah sudah itu saja,positive
N/A,0,Pelayanannya sangat memuaskan .,pelayananya sangat muas,positive
N/A,0,Seller ramah dan tempat nyaman.,seler ramah dan tempat nyaman,positive
N/A,0,"dari dulu Tiga Putra pelayanannya always TOP, ramah, eh min banyakin dunk asesoris HP nya.",dari dulu tiga putra pelayananya always top ramah eh min banyak dong asesoris hp nya,positive
N/A,0,"Sy puas blnj di tiga putra, smg kedepannya smkn sukses, untuk pelayanannya ramah & tempatnya nyaman",saya puas blnj di tiga putra moga depa smkn sukses untuk pelayananya ramah tempat nyaman,positive
N/A,0,tempat nyaman..pelayanan cepat n ramah..servis sales yg OK banget.,tempat nyaman layan cepat ramah servis sales yang ok banget,positive
N/A,0,"Pelayanan memuaskan,... harga berani bersaing,... kualitas tetap terjaga... Terima kasih",layan muas harga berani saing kualitas tetap jaga terima kasih,positive
N/A,0,"Tempatnya bagus dan nyaman, tidak berdesakan sehingga lebih leluasa dan bisa jaga jarak, parkir sangat luas, pelayanan pegawai sangat baik, produk lengkap..",tempat bagus dan nyaman tidak desa sehinga lebih leluasa dan bisa jaga jarak parkir sangat luas layan pegawai sangat baik produk lengkap,positive
N/A,0,"Puas banget belanja di tiga putra... Tempatnya nyaman, pelayanannya ramah dan baik bgt, harganya juga ter the best Thanks tiga putra, rekomended bgt",puas banget belanja di tiga putra tempat nyaman pelayananya ramah dan baik banget harga juga ter the best thanks tiga putra rekomended banget,positive
N/A,0,Beli hp di Tiga Putra selalu kebagian stock walaupun itu dimana dimana lagi ghoib. Pelayanannya juga mantap dan harganya pasti lebih murah,beli hp di tiga putra selalu bagi stock walaupun itu mana mana lagi ghoib pelayananya juga mantap dan harga pasti lebih murah,positive
N/A,0,Mantap servicenya,mantap servicenya,positive
N/A,0,Pelayananya bagus...pegawainya ramah...hrg luamayan murah di banding toko lain...sering2 kasi promo y..sukses trus deh buat tiga putra,pelayananya bagus pegawai ramah hrg luamayan murah di banding toko lain sering kasih promo ya sukses terus deh buat tiga putra,positive
N/A,0,"Salesnya di Tiga Putra baik dan ramah Tempatnya bagus, barangnya oke dan harganya terjangkau, pelayanan cepat",salesnya di tiga putra baik dan ramah tempat bagus barang oke dan harga jangkau layan cepat,positive
N/A,0,Pelayananx sngat memuaskan n karyawan x ramah2..,pelayananx sngat muas karyawan kali ramah,positive
N/A,0,"Tempatnya luas dan bersih, pelayanannya cepat dan ramah",tempat luas dan bersih pelayananya cepat dan ramah,positive
N/A,0,"Pelayanan ramah, jelas dan cepat. Tempat nyaman dan rapi",layan ramah jelas dan cepat tempat nyaman dan rapi,positive
N/A,0,"Sales are very kind,friendly,and polite The goods are very very good and very very satisfying❤❤❤❤❤❤❤❤❤❤❤❤❤❤",sales are very kind friendly and polite the goods are very very good and very very satisfying,positive
N/A,0,Puas bnget pkek hp baru ini karena spek nya yg sangat memenuhi kebutuhan saya dan kebetulan wrnanya jg pas bnget fav sya dan pelayanannya juga sangat memuaskan bngt .... dan hargnya jg grosir bngett lohhh .. recomend bngt bli di tiga putra itu heheh,puas banget pakai hp baru ini karena spek nya yang sangat penuh butuh saya dan betul wrnanya juga pas banget favorit saya dan pelayananya juga sangat muas banget dan hargnya juga grosir banget loh recomend banget beli di tiga putra itu heheh,positive
N/A,0,"Bagus sih, tapi sempet kosong untuk HP yang ingin di beli. Pelayanan juga ramah.",bagus sih tapi sempat kosong untuk hp yang ingin di beli layan juga ramah,positive
N/A,0,"Pelayanan service nya baik dan ramah, barangnya juga bagus serta tidak ada kendala.",layan service nya baik dan ramah barang juga bagus serta tidak ada kendala,positive
N/A,0,Hp yg dicari lengkap mulai harga ratusan ribu smpe puluhan juta. Mas dan mbak nya juga ramah2,hp yang cari lengkap mulai harga ratus ribu sampai puluh juta mas dan mbak nya juga ramah,positive
N/A,0,"Tempatnya nyaman, cocok buat cari hp baru",tempat nyaman cocok buat cari hp baru,positive
N/A,0,Pelayanan responsif barang original,layan responsif barang original,positive
N/A,0,"Tempat favorit kalo beli HP di Kota Malang Tempatnya luas banget, parkir mobil gratis pelayanannya super gercep Tips nya, kalo mau beli hp, tentukan dulu range budget harganya berapa yang dimau, terus pas nyampe tiga putra tinggal bilang aja berapa budgetnya, nanti bakal dikasi banyak pilihan beserta kelebihan dan kekurangan setiap merek yg ada di sana Enak kan? Pelayanannya juga oke banget, cepet, harga juga passs, pokoknya no tipu tipu lah yaaaaa Pilihan variasi brandnya juga banyaaakk Cussss laah ada garansi jugaaaa",tempat favorit kalo beli hp di kota malang tempat luas banget parkir mobil gratis pelayananya super gercep tips nya kalo mau beli hp tentu dulu range budget harga berapa yang mau terus pas sampai tiga putra tinggal bilang saja berapa budgetnya nanti bakal kasi banyak pilih serta lebih dan kurang tiap merek yang ada di sana enak kan pelayananya juga oke banget cepat harga juga pas pokok no tipu tipu lah ya pilih variasi brandnya juga banyak cus laah ada garansi juga,positive
N/A,0,"Pelayanan ramah dan jelas terkait fitur smartphone, tempat juga asik, parkir luas dan gratis",layan ramah dan jelas kait fitur smartphone tempat juga asik parkir luas dan gratis,positive
N/A,0,"Sangat menyesal beli hp didua putra..bru beli belum aq pake 2 hari ..dicek disana ngak ada kesalahan..aq bawa pulang aq taruh lemari aq hidupin keluar garis garis..layar kedip2..aq bawa ke toko dua putra lagi dikawi aq coba tanyakan disuruh bawa ke mog ..yg saya sesalkan itu hp baru masak mau di servis dibongkar...kan baru bisakan diganti hp baru,,jadi pelangan senang..sangat menyesal saya sebagai custamer ..krna saya jauh jauh dri desa cma pengen buat anak baggia belikan hp baru buat sekolah meski promo ..krna promo itulah saya tertarik...tapi itu hp udah aq buang dijln buat apa jga hp baru tapi rusak..barang rusak jangan dijual..buat direktur dua putra mohon maaf kata2 saya seperti ini krna saya sangat kecewa...sangat kecewa// .....### maaf bosku data ku lengkap..klau mau bantu knapa ngak pas aq disana pas aq bawa hpnya..knap bru sekarang di jawap...knapa waktu disana jawapanya seperti itu..seharusnya kan langsung ditangani..hp jga kondisi utuh...krna sjrng hpnya sudah aq lempar dijalan tinggal dusboknya aja dirmh krna kesal buat apa jga aq bilang..aq jga sempat di wa..tapi di wa..masak tulisanya ."".apa maksudnya "" ..kata2nya gak sepatuutnya.buat apa jga aq balas...buat saya uang itu berharga meski sedikit..krna saya carinya jga susah ...",sangat sesal beli hp dua putra baru beli belum aku pakai hari cek sana enggak ada salah aku bawa pulang aku taruh lemari aku hidupin keluar garis garis layar kedip aku bawa ke toko dua putra lagi kawi aku coba tanya suruh bawa ke mog yang saya sesal itu hp baru masak mau di servis bongkar kan baru bisa ganti hp baru jadi pelang senang sangat sesal saya bagai custamer karena saya jauh jauh dari desa cuma pengin buat anak bagia belikan hp baru buat sekolah meski promo karena promo itu saya tarik tapi itu hp sudah aku buang dijln buat apa juga hp baru tapi rusak barang rusak jangan jual buat direktur dua putra mohon maaf kata saya seperti ini karena saya sangat kecewa sangat kecewa maaf bos data ku lengkap kalau mau bantu knapa enggak pas aku sana pas aku bawa hpnya knap baru sekarang di jawap knapa waktu sana jawapanya seperti itu harus kan langsung tangan hp juga kondisi utuh karena sjrng hpnya sudah aku lempar jalan tinggal dusboknya saja rumah karena kesal buat apa juga aku bilang aku juga sempat di wa tapi di wa masak tulisanya apa maksud kata nya enggak sepatuutnya buat apa juga aku balas buat saya uang itu harga meski sedikit karena saya cari juga susah,negative
N/A,0,Sangat mengecewakan pelayananya,sangat kecewa pelayananya,negative
N/A,0,Pelayanannya sangat ramah dan tempat juga nyaman .,pelayananya sangat ramah dan tempat juga nyaman,positive
N/A,0,"Good service, fast, friendly, hopefully the customer is satisfied",good service fast friendly hopefuly the customer is satisfied,positive
N/A,0,"Pusat penjualan HP , tempat luas bersih dan nyaman, harga bersaing.",pusat jual hp tempat luas bersih dan nyaman harga saing,positive
N/A,0,Promonya mantap,promonya mantap,positive
N/A,0,Service dan pelayanan sales oke banget. Proses cepat.,service dan layan sales oke banget proses cepat,positive
N/A,0,1. sangat puas sama pelayanannya 2. expert sekali ttg product knowledgenya 3. simulasinya juga detail 4. mantapp pokoknya keren tokonya,sangat puas sama pelayananya expert sekali tg product knowledgenya simulasi juga detail mantap pokok keren toko,positive
N/A,0,"Pelayanan cepat ramah harga terjangkau dan nikmati banyak diskon nya, anda takut tidak punya hp baru karna kalah sama kebutuhan, ajukan saja credit di tiga putra bunga rendah dan bergaransi resmi",layan cepat ramah harga jangkau dan nikmat banyak diskon nya anda takut tidak punya hp baru karena kalah sama butuh aju saja credit di tiga putra bunga rendah dan garansi resmi,positive
N/A,0,"Saya suka belanja di tiga putra karena yg pertama nyaman tempatnya, kedua costumer nya ramah dan baik bisa membantu segala proses yg dibutuhkan pembeli, dan ketiga harga miring dan semua HP yg mau diinginkan ada disana... Semoga kedepannya lebih baik lagi dan meningkatkan adanya promo menarik lain nya☺☺",saya suka belanja di tiga putra karena yang pertama nyaman tempat dua costumer nya ramah dan baik bisa bantu segala proses yang butuh beli dan tiga harga miring dan semua hp yang mau ingin ada sana moga depa lebih baik lagi dan tingkat ada promo tarik lain nya,positive
N/A,0,"pelayanan nya ramah, teruntuk mba fatma",layan nya ramah untuk mbak fatma,positive
N/A,0,Harga murah se malang raya.. Pegawainya ramah2,harga murah se malang raya pegawai ramah,positive
N/A,0,"Kualitas barang oke, Mantapp pelayanan..",kualitas barang oke mantap layan,positive
N/A,0,"Harga sangat bersaing, dan ramah Tambah sukses",harga sangat saing dan ramah tambah sukses,positive
N/A,0,"top service, super careful people! super recommend",top service super careful people super recomend,positive
N/A,0,Pelayanan sangat bagus tetap jaya dan sukses tiga putra,layan sangat bagus tetap jaya dan sukses tiga putra,positive
N/A,0,Pelayanan oke...tempat belanja aman dan nyaman..sukses selalu buat tiga putra.,layan oke tempat belanja aman dan nyaman sukses selalu buat tiga putra,positive
N/A,0,Recommended banyak diskon yang pastinya harga dan kualitas bisa di adu .. Pelayanan ramah kalii Trims kak..,recomended banyak diskon yang pasti harga dan kualitas bisa di adu layan ramah kali terima kasih kak,positive
N/A,0,Pelayanan lumayan oke. Dijelaskan banyak perbandingan brand A B C D,layan lumayan oke jelas banyak banding brand sih di,positive
N/A,0,Harga bersaing dan lengkap,harga saing dan lengkap,positive
N/A,0,Lengkap..harga bersaing,lengkap harga saing,positive
N/A,0,Saya sudah yang ke 3 kalinya transaksi di tiga putra .☺️ Pelayanannya memuaskan Selesnya juga sangat ramah ☺️ Terimakasih ☺️,saya sudah yang ke kali transaksi di tiga putra pelayananya muas les juga sangat ramah terimakasih,positive
N/A,0,"Sales ramah, barang terjamin bagus g ada kendala",sales ramah barang jamin bagus enggak ada kendala,positive
N/A,0,Pelayan baik dan ramah,layan baik dan ramah,positive
N/A,0,"Sales counter nya ramah, produk yang akan dibeli dijelaskan dengan baik, ga salah langganan beli hp disini..",sales counter nya ramah produk yang akan beli jelas dengan baik enggak salah langanan beli hp sini,positive
N/A,0,"Semua oke , pelayananx cepat, salesx ramah dan sangat membantu.. tiap beli hp baru pasti d tiga putra",semua oke pelayananx cepat salesx ramah dan sangat bantu tiap beli hp baru pasti di tiga putra,positive
N/A,0,"Knowledge produk sales bagus, mampu mengedukasi castamer dengan baik. Pelayanan excellent servis.",knowledge produk sales bagus mampu edukasi castamer dengan baik layan excelent servis,positive
N/A,0,"Menarik hanya pemasangan gorilla glass ny kurang sempurna,,,masih ada kanan kiri atas bawah yg masih kebuka dikit",tarik hanya pasang gorila glas nya kurang sempurna masih ada kanan kiri atas bawah yang masih buka dikit,negative
N/A,0,Pelayanannya sigap dan ramah. Great!,pelayananya sigap dan ramah great,positive
N/A,0,Terimakasih tiga putra....,terimakasih tiga putra,positive
N/A,0,Pelayanannya baik dan harga nya ramah di kantong dan sesuai dengan kualitas produknya,pelayananya baik dan harga nya ramah di kantong dan sesuai dengan kualitas produk,positive
N/A,0,Harganya relatif murah pelayanannya cukup ramah,harga relatif murah pelayananya cukup ramah,positive
